Anzahl_der_Fahrzeuge,Wochentag_sin,Wochentag_cos,Wochenende,Feiertag,Niederschlag,Sonnenscheindauer,Lufttemperatur
113,0.0,1.0,0,0,0.0,0.8661971830985916,0.5217391304347827
124,0.7818314824680298,0.6234898018587336,0,0,0.0,0.8732394366197184,0.5728900255754477
146,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.8732394366197184,0.6572890025575449
172,0.4338837391175582,-0.900968867902419,0,0,0.0,0.8802816901408451,0.554987212276215
151,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.8732394366197184,0.5728900255754477
196,-0.9749279121818236,-0.2225209339563146,1,0,0.004171011470281543,0.1267605633802817,0.6342710997442456
503,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.6901408450704226,0.6521739130434783
78,0.0,1.0,0,0,0.09176225234619395,0.5211267605633804,0.6879795396419438
43,0.7818314824680298,0.6234898018587336,0,0,0.020855057351407715,0.0,0.5933503836317136
134,0.9749279121818236,-0.2225209339563143,0,0,0.03753910323253389,0.8028169014084507,0.4833759590792839
98,0.4338837391175582,-0.900968867902419,0,0,0.06882168925964546,0.5211267605633804,0.6035805626598466
87,-0.433883739117558,-0.9009688679024191,0,1,0.36183524504692394,0.0,0.554987212276215
159,-0.9749279121818236,-0.2225209339563146,1,0,0.16684045881126175,0.15492957746478875,0.6317135549872124
197,-0.7818314824680299,0.6234898018587334,1,0,0.10218978102189781,0.0,0.6521739130434783
190,0.0,1.0,0,0,0.004171011470281543,0.18309859154929578,0.7135549872122763
101,0.7818314824680298,0.6234898018587336,0,0,0.014598540145985404,0.38732394366197187,0.8491048593350383
72,0.9749279121818236,-0.2225209339563143,0,0,0.12304483837330553,0.3802816901408451,0.6445012787723785
101,0.4338837391175582,-0.900968867902419,0,0,0.0,0.5985915492957746,0.6291560102301791
97,-0.433883739117558,-0.9009688679024191,0,0,0.10323253388946821,0.676056338028169,0.670076726342711
152,-0.9749279121818236,-0.2225209339563146,1,0,0.056308654848800835,0.1056338028169014,0.6649616368286445
475,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.8098591549295775,0.6624040920716112
96,0.0,1.0,0,0,0.0,0.9084507042253522,0.7135549872122763
130,0.7818314824680298,0.6234898018587336,0,0,0.0,0.8943661971830986,0.7953964194373402
103,0.9749279121818236,-0.2225209339563143,0,0,0.07299270072992702,0.6549295774647889,0.8005115089514068
500,0.4338837391175582,-0.900968867902419,0,0,0.16684045881126175,0.6619718309859155,0.731457800511509
57,-0.433883739117558,-0.9009688679024191,0,0,0.1178310740354536,0.0,0.6291560102301791
264,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.5845070422535212,0.6342710997442456
520,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.7042253521126761,0.6649616368286445
151,0.0,1.0,0,0,0.0813347236704901,0.9366197183098592,0.6777493606138107
31,0.7818314824680298,0.6234898018587336,0,0,0.24921793534932224,0.007042253521126762,0.6675191815856778
29,0.9749279121818236,-0.2225209339563143,0,0,0.2888425443169969,0.0,0.5063938618925832
30,0.4338837391175582,-0.900968867902419,0,0,0.03128258602711158,0.0,0.46291560102301793
73,-0.433883739117558,-0.9009688679024191,0,0,0.001042752867570386,0.05633802816901409,0.5601023017902813
169,-0.9749279121818236,-0.2225209339563146,1,0,0.001042752867570386,0.0,0.5626598465473146
527,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.1619718309859155,0.6240409207161126
686,0.0,1.0,0,0,0.1418143899895725,0.11267605633802819,0.6726342710997443
53,0.7818314824680298,0.6234898018587336,0,0,0.15537017726798752,0.13380281690140844,0.5831202046035806
140,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.7746478873239437,0.5831202046035806
119,0.4338837391175582,-0.900968867902419,0,0,0.0,0.9507042253521127,0.6342710997442456
132,-0.433883739117558,-0.9009688679024191,0,0,0.03858185610010428,0.6690140845070423,0.7212276214833759
194,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.471830985915493,0.7161125319693095
384,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.852112676056338,0.70076726342711
105,0.0,1.0,0,0,0.09801876955161629,0.6690140845070423,0.7570332480818415
87,0.7818314824680298,0.6234898018587336,0,0,0.0,0.9014084507042255,0.7723785166240409
110,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.9225352112676056,0.8184143222506395
227,0.4338837391175582,-0.900968867902419,0,0,0.0,0.9859154929577465,0.8209718670076727
154,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.9507042253521127,0.8900255754475703
128,-0.9749279121818236,-0.2225209339563146,1,0,0.01981230448383733,0.6408450704225352,0.9028132992327367
243,-0.7818314824680299,0.6234898018587334,1,0,0.15537017726798752,0.9577464788732395,0.8388746803069054
72,0.0,1.0,0,0,0.002085505735140772,0.591549295774648,0.8235294117647058
87,0.7818314824680298,0.6234898018587336,0,0,0.0,0.0,0.6572890025575449
108,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.5,0.7186700767263428
94,0.4338837391175582,-0.900968867902419,0,0,0.0052137643378519305,0.7887323943661971,0.7800511508951407
105,-0.433883739117558,-0.9009688679024191,0,0,0.002085505735140772,0.7746478873239437,0.8874680306905371
179,-0.9749279121818236,-0.2225209339563146,1,0,0.013555787278415016,0.6408450704225352,0.843989769820972
278,-0.7818314824680299,0.6234898018587334,1,0,0.20229405630865488,0.4295774647887324,0.80306905370844
39,0.0,1.0,0,0,0.14285714285714288,0.0,0.6879795396419438
87,0.7818314824680298,0.6234898018587336,0,0,0.002085505735140772,0.0,0.7033248081841432
147,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.8591549295774648,0.70076726342711
92,0.4338837391175582,-0.900968867902419,0,0,0.11366006256517207,0.1267605633802817,0.670076726342711
72,-0.433883739117558,-0.9009688679024191,0,0,0.21897810218978103,0.16901408450704225,0.6751918158567776
71,-0.9749279121818236,-0.2225209339563146,1,0,0.1949947862356622,0.0,0.5856777493606138
190,-0.7818314824680299,0.6234898018587334,1,0,0.09801876955161629,0.07042253521126761,0.5984654731457801
100,0.0,1.0,0,0,0.1386861313868613,0.5704225352112676,0.7365728900255755
87,0.7818314824680298,0.6234898018587336,0,0,0.026068821689259645,0.2323943661971831,0.659846547314578
174,0.9749279121818236,-0.2225209339563143,0,0,0.0,1.0,0.6649616368286445
119,0.4338837391175582,-0.900968867902419,0,0,0.0,0.9366197183098592,0.7058823529411765
123,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.9577464788732395,0.7468030690537084
143,-0.9749279121818236,-0.2225209339563146,1,0,0.10010427528675706,0.295774647887324,0.7979539641943734
441,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.9647887323943662,0.7698209718670077
125,0.0,1.0,0,0,0.0,0.6690140845070423,0.8056265984654731
81,0.7818314824680298,0.6234898018587336,0,0,0.0,1.0,0.8465473145780051
104,0.9749279121818236,-0.2225209339563143,0,0,0.0,1.0,0.8746803069053708
94,0.4338837391175582,-0.900968867902419,0,0,0.0,0.9788732394366197,0.9283887468030692
114,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.9718309859154931,0.9514066496163682
132,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.9859154929577465,1.0
171,-0.7818314824680299,0.6234898018587334,1,0,0.03232533889468196,0.767605633802817,0.9820971867007673
89,0.0,1.0,0,0,0.023983315954118876,0.8380281690140846,0.9156010230179028
123,0.7818314824680298,0.6234898018587336,0,0,0.1699687174139729,0.8661971830985916,0.9718670076726343
134,0.9749279121818236,-0.2225209339563143,0,0,0.014598540145985404,0.007042253521126762,0.907928388746803
202,0.4338837391175582,-0.900968867902419,0,0,0.0,0.2535211267605634,0.7672634271099745
143,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.9788732394366197,0.731457800511509
156,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.7816901408450704,0.8465473145780051
305,-0.7818314824680299,0.6234898018587334,1,0,0.001042752867570386,0.7605633802816902,0.8516624040920717
207,0.0,1.0,0,0,0.0,0.11971830985915494,0.8286445012787724
166,0.7818314824680298,0.6234898018587336,0,0,0.0,0.7816901408450704,0.884910485933504
150,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.9718309859154931,0.8593350383631715
48,0.4338837391175582,-0.900968867902419,0,0,0.0,0.9084507042253522,0.907928388746803
198,0.0,1.0,0,0,0.0,0.8661971830985916,0.8644501278772379
28,0.7818314824680298,0.6234898018587336,0,0,0.0,0.9647887323943662,0.9156010230179028
149,0.9749279121818236,-0.2225209339563143,0,0,0.132429614181439,0.6901408450704226,0.9514066496163682
302,0.4338837391175582,-0.900968867902419,0,0,0.0,0.23943661971830987,0.8184143222506395
212,-0.433883739117558,-0.9009688679024191,0,0,0.1345151199165798,0.6549295774647889,0.8516624040920717
194,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.24647887323943662,0.8132992327365729
487,-0.7818314824680299,0.6234898018587334,1,0,0.1178310740354536,0.5633802816901409,0.7033248081841432
257,0.0,1.0,0,0,0.0,0.471830985915493,0.7851662404092072
332,0.7818314824680298,0.6234898018587336,0,0,0.02294056308654849,0.028169014084507046,0.7468030690537084
216,0.9749279121818236,-0.2225209339563143,0,0,0.03649635036496351,0.007042253521126762,0.6854219948849105
274,0.4338837391175582,-0.900968867902419,0,0,0.0,0.16901408450704225,0.690537084398977
224,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.8661971830985916,0.7033248081841432
161,-0.9749279121818236,-0.2225209339563146,1,0,0.0667361835245047,0.2183098591549296,0.7416879795396419
550,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.6338028169014085,0.7979539641943734
203,0.0,1.0,0,0,0.0,0.9366197183098592,0.843989769820972
210,0.7818314824680298,0.6234898018587336,0,0,0.027111574556830033,0.6338028169014085,0.8721227621483376
193,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.9295774647887324,0.833759590792839
152,0.4338837391175582,-0.900968867902419,0,0,0.0,0.9295774647887324,0.9258312020460358
172,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.9084507042253522,0.9744245524296675
177,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.8732394366197184,0.9462915601023019
239,-0.7818314824680299,0.6234898018587334,1,0,0.2638164754953076,0.5985915492957746,0.9028132992327367
243,0.0,1.0,0,0,0.08654848800834203,0.7394366197183099,0.8542199488491049
241,0.7818314824680298,0.6234898018587336,0,0,0.0,0.5492957746478874,0.8644501278772379
156,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.9014084507042255,0.884910485933504
164,0.4338837391175582,-0.900968867902419,0,0,0.0,0.8380281690140846,0.8925831202046037
160,-0.433883739117558,-0.9009688679024191,0,0,0.03858185610010428,0.2746478873239437,0.8746803069053708
286,-0.9749279121818236,-0.2225209339563146,1,1,0.15954118873826903,0.06338028169014084,0.7416879795396419
418,-0.7818314824680299,0.6234898018587334,1,0,0.04692387904066737,0.014084507042253523,0.6930946291560103
158,0.0,1.0,0,0,0.002085505735140772,0.1056338028169014,0.710997442455243
223,0.7818314824680298,0.6234898018587336,0,0,0.12200208550573514,0.2535211267605634,0.7263427109974425
94,0.9749279121818236,-0.2225209339563143,0,0,0.03023983315954119,0.0,0.6419437340153453
242,0.4338837391175582,-0.900968867902419,0,0,0.0,0.5845070422535212,0.6828644501278772
213,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.8309859154929579,0.7135549872122763
245,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.8661971830985916,0.7237851662404092
414,-0.7818314824680299,0.6234898018587334,1,0,0.004171011470281543,0.39436619718309857,0.7800511508951407
141,0.0,1.0,0,0,0.17622523461939524,0.2323943661971831,0.7723785166240409
158,0.7818314824680298,0.6234898018587336,0,0,0.021897810218978103,0.5774647887323944,0.7058823529411765
287,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.8591549295774648,0.731457800511509
188,0.4338837391175582,-0.900968867902419,0,0,0.0,0.7464788732394366,0.8235294117647058
146,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.8028169014084507,0.8491048593350383
192,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.852112676056338,0.8618925831202047
309,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.852112676056338,0.8797953964194374
123,0.0,1.0,0,0,0.0,0.8380281690140846,0.8695652173913044
121,0.7818314824680298,0.6234898018587336,0,0,0.1251303441084463,0.4084507042253521,0.8542199488491049
111,0.9749279121818236,-0.2225209339563143,0,0,0.01981230448383733,0.08450704225352113,0.6930946291560103
89,0.4338837391175582,-0.900968867902419,0,0,0.09280500521376435,0.014084507042253523,0.670076726342711
157,-0.433883739117558,-0.9009688679024191,0,0,0.08863399374348281,0.4366197183098592,0.690537084398977
132,-0.9749279121818236,-0.2225209339563146,1,0,0.01981230448383733,0.028169014084507046,0.6163682864450128
233,-0.7818314824680299,0.6234898018587334,1,0,0.035453597497393116,0.06338028169014084,0.5728900255754477
177,0.0,1.0,0,0,0.0,0.767605633802817,0.5831202046035806
264,0.7818314824680298,0.6234898018587336,0,0,0.0,0.8028169014084507,0.5754475703324808
245,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.7112676056338029,0.6061381074168799
136,0.4338837391175582,-0.900968867902419,0,0,0.06465067778936393,0.41549295774647893,0.5601023017902813
122,-0.433883739117558,-0.9009688679024191,0,0,0.01981230448383733,0.3028169014084507,0.6445012787723785
264,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.7464788732394366,0.7493606138107417
398,-0.7818314824680299,0.6234898018587334,1,0,0.15119916579770595,0.2183098591549296,0.70076726342711
55,0.0,1.0,0,0,0.24817518248175185,0.11971830985915494,0.7212276214833759
87,0.7818314824680298,0.6234898018587336,0,0,0.0,0.11267605633802819,0.6445012787723785
142,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.19014084507042256,0.7953964194373402
57,0.4338837391175582,-0.900968867902419,0,0,0.1856100104275287,0.3802816901408451,0.7749360613810743
71,-0.433883739117558,-0.9009688679024191,0,0,0.06882168925964546,0.0,0.5882352941176471
167,-0.9749279121818236,-0.2225209339563146,1,0,0.1042752867570386,0.19718309859154928,0.6265984654731458
417,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.4295774647887324,0.6342710997442456
159,0.0,1.0,0,0,0.0,0.7746478873239437,0.5780051150895141
85,0.7818314824680298,0.6234898018587336,0,0,0.23670490093847762,0.1619718309859155,0.6061381074168799
33,0.9749279121818236,-0.2225209339563143,0,0,0.12721584984358708,0.0,0.5421994884910486
90,0.4338837391175582,-0.900968867902419,0,0,0.0,0.1056338028169014,0.5575447570332481
153,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.7605633802816902,0.5447570332480819
253,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.5774647887323944,0.5754475703324808
536,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.295774647887324,0.5831202046035806
147,0.0,1.0,0,0,0.0,0.48591549295774655,0.5396419437340154
153,0.7818314824680298,0.6234898018587336,0,0,0.0,0.7394366197183099,0.5115089514066496
117,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.49295774647887325,0.49360613810741694
139,0.4338837391175582,-0.900968867902419,0,0,0.0,0.7394366197183099,0.49104859335038364
157,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.3450704225352113,0.5396419437340154
274,-0.9749279121818236,-0.2225209339563146,1,0,0.011470281543274246,0.5774647887323944,0.6317135549872124
224,-0.7818314824680299,0.6234898018587334,1,0,0.17622523461939524,0.4295774647887324,0.5831202046035806
127,0.0,1.0,0,0,0.0052137643378519305,0.3028169014084507,0.6112531969309463
143,0.7818314824680298,0.6234898018587336,0,0,0.061522419186652764,0.2183098591549296,0.670076726342711
84,0.9749279121818236,-0.2225209339563143,0,0,0.02294056308654849,0.07042253521126761,0.6496163682864451
111,0.4338837391175582,-0.900968867902419,0,0,0.0,0.1056338028169014,0.5984654731457801
164,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.4225352112676056,0.5907928388746804
204,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.0,0.5089514066496164
492,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.4014084507042254,0.5882352941176471
140,0.0,1.0,0,0,0.001042752867570386,0.2887323943661972,0.5319693094629157
78,0.7818314824680298,0.6234898018587336,0,0,0.25547445255474455,0.0,0.5191815856777494
89,0.9749279121818236,-0.2225209339563143,0,0,0.03441084462982274,0.0,0.4552429667519182
66,0.4338837391175582,-0.900968867902419,0,0,0.04171011470281544,0.0,0.4245524296675192
91,-0.433883739117558,-0.9009688679024191,0,0,0.003128258602711158,0.07746478873239437,0.42710997442455245
216,-0.9749279121818236,-0.2225209339563146,1,0,0.008342022940563087,0.04929577464788732,0.45268542199488493
155,-0.7818314824680299,0.6234898018587334,1,0,0.07194994786235663,0.0,0.4398976982097187
44,0.0,1.0,0,0,0.01981230448383733,0.0,0.44501278772378516
120,0.7818314824680298,0.6234898018587336,0,0,0.0,0.6056338028169014,0.4194373401534527
160,0.9749279121818236,-0.2225209339563143,0,0,0.0,0.647887323943662,0.39897698209718674
123,0.4338837391175582,-0.900968867902419,0,0,0.0,0.39436619718309857,0.4782608695652174
141,-0.433883739117558,-0.9009688679024191,0,0,0.0,0.5211267605633804,0.5626598465473146
344,-0.9749279121818236,-0.2225209339563146,1,0,0.0,0.5633802816901409,0.49360613810741694
264,-0.7818314824680299,0.6234898018587334,1,0,0.0,0.3802816901408451,0.5242966751918159
