Datum,Anzahl der Fahrzeuge,Wochentag_sin,Wochentag_cos,Wochenende,Niederschlag,Sonnenscheindauer,Lufttemperatur
2019-11-19,76,0.7818314824680298,0.6234898018587336,0,0.0,0.06338028169014084,0.35294117647058826
2019-11-20,73,0.9749279121818236,-0.2225209339563143,0,0.0,0.0,0.39897698209718674
2019-11-21,78,0.4338837391175582,-0.900968867902419,0,0.0,0.014084507042253523,0.39130434782608703
2019-11-22,60,-0.433883739117558,-0.9009688679024191,0,0.0,0.11267605633802819,0.3273657289002558
2019-11-23,170,-0.9749279121818236,-0.2225209339563146,1,0.0,0.0,0.5115089514066496
2019-11-24,415,-0.7818314824680299,0.6234898018587334,1,0.0,0.07746478873239437,0.5447570332480819
2019-11-25,46,0.0,1.0,0,0.0,0.0,0.39130434782608703
2019-11-26,82,0.7818314824680298,0.6234898018587336,0,0.0,0.35211267605633806,0.4833759590792839
2019-11-27,47,0.9749279121818236,-0.2225209339563143,0,0.009384775808133475,0.035211267605633804,0.4552429667519182
2019-11-28,44,0.4338837391175582,-0.900968867902419,0,0.06569343065693431,0.04225352112676056,0.46803069053708446
2019-11-29,26,-0.433883739117558,-0.9009688679024191,0,0.18456725755995831,0.0,0.4245524296675192
2019-11-30,171,-0.9749279121818236,-0.2225209339563146,1,0.0,0.2183098591549296,0.36828644501278773
2019-12-01,160,-0.7818314824680299,0.6234898018587334,1,0.007299270072992701,0.035211267605633804,0.31457800511508954
2019-12-02,38,0.0,1.0,0,0.002085505735140772,0.0,0.3222506393861893
2019-12-03,56,0.7818314824680298,0.6234898018587336,0,0.0,0.47887323943661975,0.29923273657289007
2019-12-04,52,0.9749279121818236,-0.2225209339563143,0,0.0,0.2746478873239437,0.2327365728900256
2019-12-05,33,0.4338837391175582,-0.900968867902419,0,0.0,0.0,0.23529411764705885
2019-12-06,53,-0.433883739117558,-0.9009688679024191,0,0.0,0.4366197183098592,0.2429667519181586
2019-12-07,136,-0.9749279121818236,-0.2225209339563146,1,0.001042752867570386,0.014084507042253523,0.3478260869565218
2019-12-08,269,-0.7818314824680299,0.6234898018587334,1,0.0,0.4647887323943662,0.3657289002557545
2019-12-09,37,0.0,1.0,0,0.13555787278415019,0.14084507042253522,0.442455242966752
2019-12-10,52,0.7818314824680298,0.6234898018587336,0,0.0,0.35915492957746475,0.3554987212276215
2019-12-11,50,0.9749279121818236,-0.2225209339563143,0,0.0448383733055266,0.0,0.2531969309462916
2019-12-12,131,0.4338837391175582,-0.900968867902419,0,0.009384775808133475,0.09859154929577464,0.329923273657289
2019-12-13,38,-0.433883739117558,-0.9009688679024191,0,0.021897810218978103,0.11267605633802819,0.37340153452685426
2019-12-14,102,-0.9749279121818236,-0.2225209339563146,1,0.013555787278415016,0.07746478873239437,0.43734015345268545
2019-12-15,264,-0.7818314824680299,0.6234898018587334,1,0.0,0.3732394366197183,0.442455242966752
2019-12-16,66,0.0,1.0,0,0.0,0.11267605633802819,0.5217391304347827
2019-12-17,74,0.7818314824680298,0.6234898018587336,0,0.0,0.15492957746478875,0.7135549872122763
2019-12-18,169,0.9749279121818236,-0.2225209339563143,0,0.0,0.16901408450704225,0.5856777493606138
2019-12-19,75,0.4338837391175582,-0.900968867902419,0,0.0,0.24647887323943662,0.5498721227621484
